	text	HOF
21	@MoNiicole Big mad! You're a Christian but hate Joe Biden and Kamala Harris....right! Lol	0
22	To obama trump didn,'t know there was a covid 19 the china didn't think alert the world of a virus that was deadly. I didn't even know it was coming out even though I do plan things to help those who want too die there are only so many ways	0
23	#HawaiiForTrump[NEWLINE][NEWLINE]I'd like to thank #BLM[NEWLINE]and #BidenHarris2020[NEWLINE]for showing up to our Trump rally.[NEWLINE]Does anyone know who these ladies are? https://t.co/azYiBMroa7	0
24	#Trump2020, #BernieBros, #fakegressives &amp; their #Russian Troll friends are trying to steal #Election2020! Make a plan  now to #VoteByMail, #EarlyVote or on #ElectionDay Nov 3rd for #BidenHarris2020! Together, we can #FlipTheSenate &amp; restore the soul of our #nation!	0
25	@HillaryClinton 😂😂😂😂 you’re just way too much and you’re going to spent the rest of your life in prison!! #gitmo #trump2020	0
26	@KamalaHarris God be with us! #Trump2020	0
27	@NateSilver538 The debates will help? Trump? ROFL that orange moron thinks he can wing it. His downfall is that he's believing his own fake propaganda. I look forward to him making a complete ass of himself as he tries to lie his way through the debates. [NEWLINE]#VoteBlue2020 [NEWLINE]#Vote [NEWLINE]#BidenHarris2020	1
28	@amberlywaves Happy birthday 🎂💐🎉 know that you're as bright and as brilliant as the candles on your cake 💖 #VoteBlue2020 #HappyBirthday from a stranger since your fam is acting like tRump - #DumpTrump	0
29	@NBCNewYork Looks like the US DOJ is writing scripts for the Russian GRU troll farms. #VoteBlueToEndThisNightmare #BidenHarris2020	0
30	"@MarineVet1979 @covert_s1 @AnnieGetHerGun @YoHolz @drarpatil @MelTheBos1 @BadBoyIII4 @SexyAssPatriot2 @CarolinaIsAlpha @1st_ForceRecon @maahh68 @BrianBombastic @HHere4trump @jchutch2 @Cal_Davis99 @truth_sniper @JamesAmfedup #drellenbrandt #MAGA2020 ""FOFO Ratio"" It's Elitist and harmful to have a Followers vs Following system at Twitter or anywhere else. There should be no such system, just full two-way Connections between Internet users. 📣🇺🇸📣🇺🇸📣 https://t.co/nzVvdX0W4p"	0
31	#vote #Debates2020 ⁦@jaketapper⁩ ⁦@romyreiner⁩  #BidenHarris2020 ⁦⁦@jimmykimmel⁩  #freedomatstake #GodHelpUS Think of the debate as a public park. The president was polluting it. https://t.co/uOBHQnRrhq	0
32	Democrats abhor school choice, lower taxes, and want larger public programs.[NEWLINE][NEWLINE]What it means is they want you dumb, without money, and fed handouts like baby birds.[NEWLINE][NEWLINE]They don't want you to take care of you, that's their job.[NEWLINE][NEWLINE]#Election2020 #vote #Trump2020 #BidenHarris2020	0
33	@__PrettyTea 2/In order to stop Biden and Kamala from waging war on Black men again, we need Black women such as yourself to keep them out of the White House by not voting. [NEWLINE][NEWLINE]Thanks for sympathizing with the Black man's plight.	0
34	WOW! NYT Calls on Tech Giants to Censor Trump and His Supporters on Election Night https://t.co/xIUf65Reob via @gatewaypundit [NEWLINE]Where do this people think they live⁉️🤬 #Trump2020 🇺🇸	0
35	@Kramou812 Only people ruining this country are Democrats. Not Trump's base doing the riots and burning businesses and acting like real fascists while waving communist flags. Democrats literally want to tear this country down and be an authoritative regime and they aren't even hiding it.	0
36	Trump and his camp is making a mockery of CoVid.[NEWLINE][NEWLINE]220K have died in this country along with nearly 8 million infections.[NEWLINE][NEWLINE]This is not a game or a joke.[NEWLINE][NEWLINE]#BidenHarris2020 [NEWLINE]#TrumpFakedCovid	0
37	Plot that brought would-be assassin to Biden's home revealed, as list of violent threats grows https://t.co/d5Z90ngxXf [NEWLINE]Someone, please, bring #BillBarr up to date on who the REAL CRIMINALS are.	0
38	Someone yelled “go home pilgrims” at Trump supporters on Mooney. https://t.co/EDHj4wKfCk	0
40	@GhostWritingUSA @redwins3_first Unless she’s suffering with severe menstrual cramps, she’s lost her f’ing mind. That’s what #TDS does to weak minds. #Trump2020 #Trump2020Landslide https://t.co/6WUePX2H7c	1
41	We like presidents that aren’t incompetent, don’t lie, don’t promote hate, are not corrupt and treasonous. #TrumpLiedAmericansDied #TrumpIsANationalDisgrace #BidenHarris2020  https://t.co/eBoXjohAUm	1
42	Police for Trump have arrived. #Trump2020 #BackTheBlue #MAGA2020 #MAGA #Peacefulprotest #TrumpRally https://t.co/jrxtRIjFCI	0
43	Just listened to #BidenHarris2020 call with @BarackObama @KamalaHarris @MichaelBJordan &amp; I will #VOTE also requested a yard sign for my local candidate @SeanCasten @VoteCasten | Check https://t.co/hXQ7cuD79V to ensure you can exercise your right! #VoteBidenHarris2020 #VoteEarly	0
44	The intolerant left supporting #Biden are responsible for daily violence around the country, defunding the police and now 100 days of #Riots2020 in Portland.[NEWLINE][NEWLINE]#VoteRED2020RemoveEveryDemocrat #LawAndOrder #DefendPolice #MAGA #Trump2020 https://t.co/weu4sSnfLs	0
47	@Manny_Funes @realDonaldTrump @JoeBiden 👋 My first vote was for Reagan. @realDonaldTrump is no Republican. #Biden2020	0
48	Amen President Trump.  We will Never Live Our Lives In Fear!!! #TrumpCovid19 #Trump2020 @realDonaldTrump https://t.co/BOKGodgrWL	0
49	@GOPChairwoman Oh please...he's just upset that zoom has a mute button. [NEWLINE][NEWLINE]Crybaby Trump	1
50	@BonkersBrat @jerryImassey I know I agree entirely. He said greatest president and i wanted to know why.	0
51	@realDonaldTrump First, you did not win the debate. You were unhinged, disrespectful &amp; a clown. Second, go ahead, cop out, you will be doing us all a big favor. November 3rd cannot come fast enough! #BidenHarris2020	0
52	Joe Biden is an Imbecile. He doesn’t deserve to be President. We all know what happens if he wins. He will be found incompetent to serve. Kamala Harris will become President. Nancy Pelosi (if the dems retain the house) will be Vice President. And this country will go to hell.	1
53	#TrumpTaxReturns THIS IS SOME BULLSHIT! #VoteBidenHarris2020 #VoteBlue2020 https://t.co/NYw4q7TNRM	1
54	"Looks like that even CNN has grown tired of ""No Answer Biden"". Cannot get a square answer even from his spokes people on ""Packing The Court"". Time has come one would hope that these Liberals will not from their hatred for Trump ""Give Up America"". Lose something never to recover."	0
56	@steve_vladeck So Joe Biden and Kamala Harris were not on the bus, but it was part of the campaign. This is why Congress needs to declare war against any foreign or domestic interference upon our elections.	0
57	Forget about that “lack of enthusiasm” BS. 👇🏻👇🏻👇🏻👇🏻👇🏻[NEWLINE]#BidenHarris2020 https://t.co/zKJXHItA8q	1
58	Hey @JoeBiden, when you are president, will u nominate @MichelleObama to the Supreme Court? I think that would be amazing. #supremecourt #BidenHarris2020	0
59	I wonder how many babies were made last night? And all of them will be Jo, Joe, Joey, Kamala. 🤷🏻‍♀️ #ElectionResults2020 #BidenHarris2020 https://t.co/XNbuXhXj0n	0
60	@DouglasEmhoff @JoeBiden @KamalaHarris I WILL VOTE IN PERSONFOR PRESIDENT TRUMP NOT FOR IGNORANT JOE DUHHH AND LAUGHING KAMALA NOT AFRICAN AMERICAN SHES A LIAR TOO	0
62	"""Hi, I'm just calling to let you know that Joe Biden and Kamala Harris will throw you in prison if you own guns they don't like. Or if you do drugs. And they'll keep the wars going. But they're nicer on Twitter, so there's that."" https://t.co/lHYVGBO9ox"	0
63	The murky waters are clearing. We can see the Chinese Communist Government is the radical lefts dream. Throw in a little US Secret Neuro Wepons for the Conservatives. DREAM COMPLETE #MAGA2020 F them up.	1
64	Time to move on and focus on the debt, the tax fraud, the lies and follow the money. Who does Trump owe $420MM to? Why won’t Trump condemn Putin ever?[NEWLINE]#TrumpHasNoPlan #TrumpLies #TrumpTaxFraud #TrumpVirusCatastrophe #DumpTrump2020 #VOTE #BidenHarris2020 https://t.co/V3lSBMI0HE	0
67	JUST GOT MY BALLOT and I can't friggen wait to #EndthisNightmare by voting #BidenHarris2020. For our country. For the planet. For ALL the people!	0
68	🚨🚨🚨🚨🚨🚨🚨[NEWLINE]OMG OMG OMG OMG OMG! [NEWLINE][NEWLINE]I just spotted the first #BidenHarris2020 yard sign in my street.[NEWLINE][NEWLINE]My street is a mile and a half and I live at the end of it.[NEWLINE][NEWLINE]Now there’s Two Biden/Harris signs amongst sea of the other guys signs.[NEWLINE][NEWLINE]OMG OMG OMG OMG OMG![NEWLINE]🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨	0
69	@FPWellman His comments about service persons kissing Hicks were creepy and inappropriate.  He, however, could have been telegraphing a truth inasmuch Trump and Hicks allegedly were very close, and he very well may have been the kissing bandit in question.  #BidenHarris2020	0
70	"First ICE in TX, now ICE in GA accused of performing unwanted/unauthorized ""medical procedures"" on immigrant women.[NEWLINE]Why do we say #BlackLivesMatter? Because ALL lives WILL matter when Black lives matter.[NEWLINE]Joe Biden is a decent man. He will put a stop to this! #CountOnUs #Biden2020 https://t.co/H9WJInvYSQ"	0
71	If i ever said i’m from staten island... no i didn’t #BidenHarris2020 #COVIDIOTS https://t.co/7FG009vsHb	1
72	@gold_dust_lady Teachers 100% deserve to be paid more than they are, drug abusers do not belong in prison, and the student loan crisis needs to be addressed. However, Kamala Harris bragged about her mass incarceration towards marijuana users, and Joe Biden has never been for the LGBTQ+ community	0
74	@TonyBrunoShow @HillaryClinton so when joe steps down due to “health” kamala is pres &amp; she chooses hillary as VP, kamala succumbs to “covid” hillary president dec 2021!!!! @OldTakesExposed	0
75	#BallotHarvesting[NEWLINE]#Maine[NEWLINE]#Ruling[NEWLINE]#Texas[NEWLINE]#Winning[NEWLINE]#Trump2020 [NEWLINE]TWO HUGE COURT RULINGS for GOP! [NEWLINE]Maine Blocks Illegal Democrat Ballot Harvesting – Texas Blocks Straight Party Ballot Option[NEWLINE]https://t.co/NILaKDk5M9	0
76	@ForeverPoverty @sahilkapur @thereidout Impeachment hoax? Stop it. The man deserved that impeachment and many others. Recounts have never overturned anything. It is President Joe Biden and Vice President Kamala Harris. #freeatlast #GetOutTrump #duecestrump	0
77	Joe Biden just got a huge slap in the face by this black celebrity dropping a truth bomb https://t.co/RMkjGiSTpD	0
79	33 million unemployed? Each of those 33 million should be sending Covita an eviction notice. #BidenHarris2020 #VoteHimOut	0
80	@gtconway3d @JoeBiden @realDonaldTrump The most important thing to me was the love &amp; support he showed for his son Hunter. #addiction is a game changer &amp; no one should ever be allowed to mock a person in recovery. My mind was made up before the debate but now I’m convinced #BidenHarris2020 is the answer 💙🇺🇸🗳	0
81	"NEW VIDEO: ""If Donald Trump is re-elected, all the progress we've made will be in jeopardy. The future of our Democracy is at stake. The future of our economy is at stake. The future of our planet is at stake. We must come together to defeat Trump &amp; elect Biden."" #ListenToBernie https://t.co/vwR88yBwfy"	0
82	Change is Coming If You VOTE | Joe Biden and Kamala Harris 2020 https://t.co/zQQ4CQ3Xmm via @YouTube change to be made and Trump needs to go	0
83	@JesseRodriguez @IntelCrab @carolelee @MSNBC Simpson's has become a Taboo these days for #Trump2020	0
84	@RawStory With malice toward none; with charity for all. This can be the UNITED States of American #BidenHarris2020	0
85	@ananavarro @JudiciaryGOP Joe Biden does not have the strength or the mental capacity to campaign how is it going to run this country Kamala Harris will take over and do you want her as your next president ask yourself that question	0
87	@nancybknits @SenBlumenthal Not gonna happen. The Senate will do what they can, and are allowed to do, to confirm. Too bad so sad. Besides, why delay the inevitable... #TRUMP2020.	0
88	James Corden Parodies Trump’s Coronavirus Diagnosis With ‘Maybe I’m Immune’ Song https://t.co/Fr1CTKIkQC via @variety	0
89	“Ben Crump, a lawyer for the family, wrote on Twitter that the failure to charge any officer for killing Ms. Taylor was ‘outrageous and offensive.’”[NEWLINE]#PoliceBrutality #BreonnaTaylor #MurderUnderColorOfLaw  #BidenHarris2020 #VoteBlue2020  https://t.co/Hekq9lUBeL	0
90	POTUS  is at work while hospitalized, fighting🥊 for Americans #UnitedWeStand #DividedWeFall  Will Congress get it done? 🤔 #Trump2020 #MAGA2020 https://t.co/GpcWPeBQ7y https://t.co/KqSQIG9TEC	0
91	Got my #Trump2020 swag in today!!!!!! So excited! https://t.co/OgJdn6tgp3	0
92	Ballot Marked Joe Biden Kamala Harris Join Us Vote Women are on the Ballot https://t.co/zr8GoYfNMd	0
95	I love what this priest has to say.       WATCH: Courageous Priest Speaks The TRUTH About Joe Biden and Kamala Harris https://t.co/ifIGey5PBb	0
98	Voted today! Please find the time and vote. #vote #BidenHarris2020 https://t.co/XRSDW0rJJq	0
99	#LyingBiden busted again #BidenHarris2020 https://t.co/cI9OvpGAuZ	0
100	@TwitterMoments Come for the fascism and stay for the coronavirus. Please if you are a Trump voter in Florida come on out to his rally. I hope that you get sick enough to not be able to make it to vote on election day	0
101	@johncusack My girlfriend has difficulty walking and standing, due to MS. She found the strength to stand in line for almost an hour to cast her vote for Joe Biden and Kamala Harris yesterday. #bluewave	0
102	We are the strongest nation under God what is the strength we should show its love so we should have for our Allies we must believe and show them that the world wants peace any only way we can get that he is by voting for Joe Biden and Kamala Harris they will make a difference	0
103	Ok, here's a better one. I trimmed up the bushes (no trimming while tweeting, dat's dangerous) &amp; swept the porch. #BidenHarris2020 #VPDebate2020 https://t.co/5JIn9fb4xO https://t.co/NkyHJLtvT9	0
104	@tctess2 @KamalaHarris Wow and wow. Your cousin's daughter will be in the box seat watching as Kamala Harris (😍) and Joe Biden take America with them back to a great place of respect.[NEWLINE][NEWLINE]Congrats.	0
105	@Mike_Pence was talking soo much shit that there were literally flys over him 👽	1
106	Lavish spending sprees by the Biden's using a chinese credit card. Multiple flights to china with suspicious timing. Millions taken from Russians. Business dealings w the Chinese communists. You really want to vote #Biden2020 for more of this!?[NEWLINE][NEWLINE]#Trump2020 #MAGA[NEWLINE]🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	0
107	@SpeakerPelosi The reality on YOUR ground is different than the reality on everyone else’s ground! #MAGA2020	0
110	Joe Biden just went to cast his vote. I bet he voted for Trump.	0
111	Writing postcards to send out this week. #voteblue2020 @ Gilbert, Arizona https://t.co/VwfOTDIjNE	0
112	anarcha “kamala harris did a good thing for trans people once so that means we should ignore misincarcerating trans women” has some interesting takes on “convincing joe biden of m4a” https://t.co/0H2KR6w69m	1
113	@samanthamarika1 We were able to try it before they changed it to Joe Biden! Well, it’s really obvious that Kamala is their president anyway.	0
114	We need to invest in K-12 education, raise teacher pay, and provide student loan relief to end the cycle of poverty in this nation.[NEWLINE][NEWLINE]@ColMorrisDavis is committed to invest in that future.[NEWLINE][NEWLINE]#NC11 #DemCastNC #NorthCarolina[NEWLINE]#ProtectPublicEducation #VoteBlue2020 https://t.co/DXP0xZAvDg	0
116	Everyone and I will getting to you all of these blue team Dwill win Joe Biden and Kamala Harris. United States of American, then last USA want on the world map.	0
117	"Scoop--DNI Ratcliffe strayed from his prepared remarks last week to say publicly that Iran's spoof emails intimidating Dems were aimed at ""damaging President Trump,"" blindsiding FBI Director Wray and CISA Director Chris Krebs who were standing behind him. https://t.co/DNSL7jIbOf"	0
118	Jeezus, I genuinely cringe every time I hear #Antifa referred to as a 'Far Left' movement, whoever is saying it...[NEWLINE]#TrumpMeltdown #ProudBoys #kkk #MAGA2020 #VoteBlue2020	0
120	@the_real_mathis @AOC @realDonaldTrump So, back to my original tweet, thank goodness I saw the debate the other night and know NOT to vote for that job-killing anti fracking, oil hating, Joe Biden. I was blinded by Kamala by trump made me see. And Joe is still a racist. https://t.co/3wk36XAaKv	0
121	@JuddPDeere45 @WhiteHouse @realDonaldTrump But those are all going bye bye under President Kamala ☹️	0
122	#blm[NEWLINE]#DefundThePolice [NEWLINE]#maga[NEWLINE]#Trump2020 [NEWLINE]@mad_liberals [NEWLINE]My contributions to the meme universe, how do you spell HYPOCRISY https://t.co/AkaH6PsSRU	0
123	By FAR! #BidenHarris2020 https://t.co/i1yoAGIFNm	0
124	This elect the 🌹 Twitter lie that if we don't go along with then we a bad people is: that Trump refuses to condemn racists, even though he has mult times. Even if we post vid of he constantly doing it they are still goin 2 doubledown. #TrumpIsARacist #Trump2020 #Trump	0
126	@pulte Except it isn’t private. #BidenHarris2020 #BidenforAmerica	0
127	Replaced with a classic until my flags arrive.[NEWLINE]#MAGA2020 @realDonaldTrump https://t.co/YiQpfLlUiP https://t.co/hWGqlJBWKz	0
129	@RobertW21048422 followed back, let's stick together for our great president Trump #Trump2020	0
130	@debbied78341336 @Denlesks @RealEricCarmen Sorry that happened to you. No respect - however, if you so much as look at one of these liberals wrong they swear you physically assaulted them. Keep the faith and thank you for supporting Donald J. Trump. #TRUMP2020	0
132	@TheHeinz64 @JoeBiden Love your Putin quote lol #PutinsPuppy #BidenHarris2020	1
134	@realDonaldTrump @POTUS Praise be to God! We love you and will co@ti he to pray and support you and our @FLOTUS #Trump2020 #CubanosconTrump #MiamiconTrump #LatinosForTrump #MAGA	0
135	And would AMERICA be shocked ? The DEMOCRAPS are shady people looking out for THEMSELVES  #TRUMP2020 #THEGLOVESROFF #DRAINTHESWAMP https://t.co/KoUbh1TZXq	1
136	"It's ""Choose Your Own Kamala"" Friday![NEWLINE][NEWLINE]Which one is yours? #MVPHarris #BidenHarris2020 https://t.co/AbYz4gmB7Z"	0
137	How Trump supporters think the law works:[NEWLINE][NEWLINE]Judge: You have committed many terrible crimes.[NEWLINE]Trump: Hillary had an email server.[NEWLINE]Judge: I see. You're free to go.[NEWLINE]#TrumpCrimeFamily	1
138	@seanhannity You mean 50 million DEMONCRATIC VOTERS[NEWLINE]#DrainTheSwamp [NEWLINE]#TRUMP2020 #BuildTheWall[NEWLINE]#SCAMDEMIC [NEWLINE]😎🇺🇸💪	1
139	@NativePalate @suitcasenall He is a decent man. He’s not a fool. He has a kind heart and the right amount of shrewdness. [NEWLINE][NEWLINE]Joe Biden is a bridge. He gave Obama stability and now he gives Kamala a path. There’s a strong chance he’ll be seen this way by history.	0
140	@OregonGovBrown A Joe Biden and Kamala Harris admin should add a US Gov National Election office to #DHS with US Gov funded, directed Vote by Mail to all US States with standardized forms, times, ballots and procedures. @SpeakerPelosi @RonWyden @SenJeffMerkley @RepSwalwell @RepAdamSchiff https://t.co/R7aCDj1Ade	0
141	Constitution: [NEWLINE]+Separation of powers[NEWLINE]+Separation of Church and State[NEWLINE][NEWLINE]GOP:[NEWLINE]-Separation of races[NEWLINE]-Separation of families[NEWLINE][NEWLINE]#FlipTheSenateBlue #BidenHarris2020	0
142	THIS JUST HAPPENED IN DOWNTOWN WACO, TEXAS. A #BidenHarris2020 parade! #VoteBlue2020 #Texas https://t.co/d9nVGcPZ4B	0
143	Now I lay me down to sleep [NEWLINE]I pray the Lord my soul to keep[NEWLINE]If I should die before I wake[NEWLINE]I’ll go knowing I have already cast my ballot [NEWLINE]For Joe Biden[NEWLINE]And Kamala Harris https://t.co/lDl8yiK7g6	0
144	@SenatorDole @realDonaldTrump Both debates were so biased. Wallace was rediculous. Page was quick to stop Pence from talking but let Harris go on and on. More Questions were aimed against Trump.	0
145	You dont stop the counting. Keep counting hell with trump #TrustTheProcess let's go Nevada get these drinks out the bars and count time to roll a 6 for joe and Kamala Harris	0
146	TRUMP:  As President, I will always stand with the heroes of LAW ENFORCEMENT! [NEWLINE][NEWLINE]#BackTheBlue [NEWLINE]#BlueLIVESMatter [NEWLINE]#Trump2020	0
147	What if Joe wins, &amp; then like Princess Diana something happens to him &amp; then Kamala Harris becomes the first Black Lady President, the system is broke not the people. Come together save all, save America, stronger together. 1 nation under God, come together.	0
148	i never thought biden’s son looked cool in any of those pictures so many of you were orgasming over. he just looked like a rich rapist and i was right	1
149	Dr. Sean Conley made sure the stock market is satisfied. That's all we just saw. The Trump-branded #ToxicPositivity of everything is a huge red flag. We deserve the truth. #VOTE #BidenHarris2020 #COVIDー19	0
150	@GinaSpadafori @JoyceWhiteVance @realDonaldTrump Inflated numbers [NEWLINE]Democrats are the ones claiming them [NEWLINE]Since muh impeachment failed, they’ve been using the virus to try to destroy POTUS’ #AmericaFirst #winning. When that failed, out came the riots &amp; looting [NEWLINE]#DemocratsAreCorrupt #WalkAway #VoteDemsOut #VoteRed #Trump2020 https://t.co/yHMqW8Zf6N	0
151	#JoeKnowsHow that's why I'm voting #BidenHarris2020 https://t.co/ZKO16FPiGk	0
152	@gop What you are doing, in an attempt to weaken US democracy, just proves to those of us who voted for Joe Biden, Kamala Harris, and Democrats down the ballot, that we did exactly the right thing for this country. And we won't forget in January, mid-terms, or in 2024. No chance!	0
153	Kamala Harris laughing incredulously as Pence twists her words, insults Biden, interrupts her, and outright lies is every woman who has had to laugh to keep her cool in the face male colleagues doing the same thing.	0
154	THAT’S IT! I want @TheLeoTerrell to moderate the next #Debates2020 [NEWLINE]#MAGA #Trump2020 [NEWLINE][NEWLINE] https://t.co/fMRBYkedR8	0
156	@realDonaldTrump @realDonaldTrump you are a warrior, and #ChrisWallace did a shit job. #Biden still nothing. Crickets....#FourMoreYears #Trump2020	0
157	@realDonaldTrump good luck tonight Mr. President!! #Trump2020	0
158	@SenKamalaHarris Trump is the DECEIVER.  His supporters are in a TRANCE. Thousands have died and it does not matter to them. They are like zombies that blindly follow Trumps bellowing. Only Joe, Jill and Kamala can break this spell. With the consistant help of Barack+Michelle Obama.[NEWLINE]🙏🙏🙏💖	0
159	President Trump physician says he anticipates Trump will be able to return to public engagements on Saturday	0
160	@KyleKulinski Trump doesn’t get it. Never will.	0
161	@realDonaldTrump If you have to explain...You lost. Happened after 2016 with the popular vote. Happened 2018 when house got flipped. Happening now. And we will make it happen again Nov 3rd. #BidenHarris2020 #BlueWaveDownBallot	0
162	Biden leads Trump by 6 points in Michigan and Nevada, race tied in Iowa: poll https://t.co/yBok3ihgTg https://t.co/JHoCAkcj1F	0
163	On Thursday, January 21, 2021, Democrats will employ the #25thAmendment to remove Joe Biden from power and make way for President Kamala Harris.[NEWLINE][NEWLINE]Republicans will counter by insisting that Joe is sharp as a tack.	0
164	"The disgusting Leftist Media had to use ""anonymous sources"" in an attempt to bring Trump down while Joe Biden calls American Soldiers - ""Stupid Bastards"" - Joe Biden is a disgusting vile sick individual [NEWLINE][NEWLINE]#StupidBastards [NEWLINE][NEWLINE]#Trump2020 #Biden #BidenHarris2020 https://t.co/BinY3QeCtJ"	1
165	@CubanAmerican72 @BlessUSA45 Sad that in America we can no longer trust the post office, the press or our elected State and Federal officials especially Congress[NEWLINE][NEWLINE]But I trust our great President Trump [NEWLINE][NEWLINE]#MAGA2020 #Trump2020	0
166	@BarackObama @JoeBiden @KamalaHarris Thank you Barack for your encouraging words.  I do congratulate Joe Biden, Kamala Harris for their effort.  And all the Americans who voted.	0
168	#BidenHarris2020 cause the Trump supporters just don't care about anyone or anything https://t.co/TWhxUy2TXg https://t.co/UbGakVthwd	0
170	"@r_barath @Kaalateetham Democrats had a great opportunity to select Tulsi Gabbard as the presidential candidate and she owned Kamala Harris in democrats debate.[NEWLINE]I guess she was ""too real"" for the DNC which led to her name smearing.[NEWLINE]Instead they chose the stooge named Joe who is missing a ""k"" in his name"	0
171	"@cthagod I don't understand why you are supporting Joe Biden - 47 year racist politician, who supported segregation 1960s, referred to blacks as ""Super Predators"".[NEWLINE]Kamala Harris - Jamaican &amp; India heritage, family 1 of Jamaica's largest traders of slaves.[NEWLINE]#RappersForTrump"	0
173	@CNNPolitics I never thought i would see the day that I'm excited about a presidential debate,  but today is that date! #trump2020	0
174	I’m truly scared that Joe Biden will be deemed unfit to run as President and Kamala Harris will become President. And i’m afraid she will not make many friends with other countries leaders.	0
175	Check out Kelly Manno😎's video! #TikTok #BidenHarris2020 #AmericaNeedsBiden  https://t.co/tNSZ7JRaeJ	0
176	Breaking: @SpeakerPelosi is now pushing for invoking 25th Amendment to remove Trump from power.[NEWLINE][NEWLINE]The question is, will the GOP get on board, or are they still loyal to their orange stained Emperor Covidicus?	1
177	@johntrdla @kevv_charles @TomiLahren @ScottCRoark You silly nelly queen.  Nothing is coming except President Joe Biden and Vice President Kamala Harris.  Don the Con lost.	1
178	Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris. https://t.co/cHBlRIUZjU via @VanityFair Outstanding read👏🏼😷	0
